OD_ORIGIN_AIRPRT_IATA_CD,OD_DESTNTN_AIRPRT_IATA_CD,AIRPORT_NM,OD_DEP_CITY_METRO_CD,OD_ARVL_CITY_METRO_CD,CITY,CNTRY_CD,STATE_PROVNC_CD
TEB,TEB,Teterboro,TEB,TEB,Teterboro,US,NJ
TED,TED,Thisted,TED,TED,Thisted,DK,
TEE,TEE,Cheikh Larbi Tebessi,TEE,TEE,Tebessa,DZ,
TEF,TEF,Telfer,TEF,TEF,Telfer,AU,WA
TEG,TEG,Tenkodogo,TEG,TEG,Tenkodogo,BF,
TEH,TEH,Tetlin,TEH,TEH,Tetlin,US,AK
TEI,TEI,Tezu,TEI,TEI,Tezu,IN,AR
TEK,TEK,Tatitlek,TEK,TEK,Tatitlek,US,AK
TEL,TEL,Telupid,TEL,TEL,Telupid,MY,
TEM,TEM,Temora,TEM,TEM,Temora,AU,NS
TEN,TEN,Fenhuang,TEN,TEN,Tongren,CN,
TEO,TEO,Terapo,TEO,TEO,Terapo,PG,
TEP,TEP,Teptep,TEP,TEP,Teptep,PG,
TEQ,TEQ,Corlu,TEQ,TEQ,Tekirdag,TR,
TER,TER,Lajes,TER,TER,Terceira Island,PT,
TES,TES,Teseney,TES,TES,Teseney,ER,
TET,TET,Chingozi,TET,TET,Tete,MZ,
TEU,TEU,Manapouri,TEU,TEU,Te Anau,NZ,
TEV,TEV,Teruel Airport,TEV,TEV,Teruel,ES,
TEX,TEX,Telluride Regional,TEX,TEX,Telluride,US,CO
TEY,TEY,Selardalur,TEY,TEY,Thingeyri,IS,
TEZ,TEZ,Tezpur,TEZ,TEZ,Tezpur,IN,AS
TFB,TFB,Tifalmin,TFB,TFB,Tifalmin,PG,
TFF,TFF,Tefe,TFF,TFF,Tefe,BR,AM
TFI,TFI,Tufi,TFI,TFI,Tufi,PG,
TFL,TFL,Juscelino Kubitscheck,TFL,TFL,Teofilo Otoni,BR,MG
TFM,TFM,Telefomin,TFM,TFM,Telefomin,PG,
TFN,TFN,Tenerife-Norte,TCI,TCI,Tenerife,ES,
TFR,TFR,Wadi al Jandali,TFR,TFR,Ramadan City,EG,
TFS,TFS,Tenerife-Sur,TCI,TCI,Tenerife,ES,
TFT,TFT,Taftan,TFT,TFT,Taftan,PK,
TFU,TFU,Tianfu International,TFU,TFU,Chengdu,CN,
TFY,TFY,Muhammad Taufiq Keimas,TFY,TFY,Krui,ID,13
TGA,TGA,Tengah,SIN,SIN,Singapore,SG,
TGB,TGB,Tagbita,TGB,TGB,Rizal,PH,
TGC,TGC,Tanjung Manis,TGC,TGC,Tanjung Manis,MY,
TGD,TGD,Podgorica,TGD,TGD,Podgorica,ME,
TGE,TGE,Sharpe Field,TGE,TGE,Tuskegee,US,AL
TGG,TGG,Sultan Mahmud,TGG,TGG,Kuala Terengganu,MY,
TGH,TGH,Tongoa Island,TGH,TGH,Tongoa Island,VU,
TGI,TGI,Tingo Maria,TGI,TGI,Tingo Maria,PE,
TGJ,TGJ,Tiga,TGJ,TGJ,Tiga,NC,
TGK,TGK,Taganrog,TGK,TGK,Taganrog,RU,
TGL,TGL,Tagula,TGL,TGL,Tagula,PG,
TGM,TGM,Transilvania,TGM,TGM,Targu-Mures,RO,
TGN,TGN,Latrobe Valley,TGN,TGN,Traralgon,AU,VI
TGO,TGO,Tongliao,TGO,TGO,Tongliao,CN,
TGP,TGP,Podkamennaya Tunguska,TGP,TGP,Bor,RU,
TGQ,TGQ,Tangara da Serra,TGQ,TGQ,Tangara da Serra,BR,MT
TGR,TGR,Sidi Mahdi,TGR,TGR,Touggourt,DZ,
TGS,TGS,Chokwe,TGS,TGS,Chokwe,MZ,
TGT,TGT,Tanga,TGT,TGT,Tanga,TZ,
TGU,TGU,Toncontin Intl,TGU,TGU,Tegucigalpa,HN,
TGV,TGV,Bukhovtsi,TGV,TGV,Targovishte,BG,
TGZ,TGZ,Angel Albino Corzo Int,TGZ,TGZ,Tuxtla Gutierrez,MX,
THA,THA,Tullahoma Regional,THA,THA,Tullahoma,US,TN
THC,THC,Tchien,THC,THC,Tchien,LR,
THD,THD,Tho Xuan,THD,THD,Thanh Hoa,VN,
THE,THE,Petronio Portella,THE,THE,Teresina,BR,PI
THG,THG,Thangool,THG,THG,Thangool,AU,QL
THH,THH,Taharoa,THH,THH,Taharoa,NZ,
THI,THI,Tichit,THI,THI,Tichit,MR,
THK,THK,Thakhek,THK,THK,Thakhek,LA,
THL,THL,Tachilek,THL,THL,Tachilek,MM,
THM,THM,Thompson Falls,THM,THM,Thompson Falls,US,MT
THN,THN,Trollhattan/Vanersborg,THN,THN,Trollhattan/Vanersborg,SE,
THO,THO,Thorshofn,THO,THO,Thorshofn,IS,
THP,THP,Hot Springs County,THP,THP,Thermopolis,US,WY
THQ,THQ,Maijishan,THQ,THQ,Tianshui,CN,
THR,THR,Mehrabad Intl,THR,THR,Tehran,IR,
THT,THT,Tamchakett,THT,THT,Tamchakett,MR,
THU,THU,Thule Air Base,THU,THU,Pituffik,GL,
THV,THV,York,THV,THV,York,US,PA
THW,THW,Harbour SPB,TRR,TRR,Trincomalee,LK,
THX,THX,Turukhansk,THX,THX,Turukhansk,RU,
THY,THY,P.R. Mphephu,THY,THY,Thohoyandou,ZA,
THZ,THZ,Tahoua,THZ,THZ,Tahoua,NE,
TIA,TIA,Nene Tereza Intl,TIA,TIA,Tirana,AL,
TIB,TIB,Tibu,TIB,TIB,Tibu,CO,
TIC,TIC,Tinak Island,TIC,TIC,Tinak Island,MH,
TID,TID,Bou Chekif,TID,TID,Tiaret,DZ,
TIE,TIE,Tippi,TIE,TIE,Tippi,ET,
TIF,TIF,Taif,TIF,TIF,Taif,SA,
TIG,TIG,Tingwon,TIG,TIG,Tingwon,PG,
TIH,TIH,Tikehau,TIH,TIH,Tikehau,PF,
TII,TII,Tereen,TII,TII,Tarin Kot,AF,
TIJ,TIJ,A.L. Rodriguez Intl,TIJ,TIJ,Tijuana,MX,
TIK,TIK,Tinker AFB,OKC,OKC,Oklahoma City,US,OK
TIL,TIL,Cheadle,TIL,TIL,Cheadle,CA,AB
TIM,TIM,Moses Kilangin,TIM,TIM,Tembagapura/Timika,ID,
TIN,TIN,Tindouf,TIN,TIN,Tindouf,DZ,
TIO,TIO,Tilin,TIO,TIO,Tilin,MM,
TIP,TIP,Tripoli International,TIP,TIP,Tripoli,LY,
TIQ,TIQ,Tinian International,TIQ,TIQ,Tinian,MP,
TIR,TIR,Tirupati,TIR,TIR,Tirupati,IN,AP
TIU,TIU,Richard Pearse,TIU,TIU,Timaru,NZ,
TIV,TIV,Tivat,TIV,TIV,Tivat,ME,
TIW,TIW,Tacoma Narrows,TIW,TIW,Tacoma,US,WA
TIX,TIX,Space Coast Regional,TIX,TIX,Titusville,US,FL
TIY,TIY,Tidjikja,TIY,TIY,Tidjikja,MR,
TIZ,TIZ,Tari,TIZ,TIZ,Tari,PG,
TJA,TJA,Cap. Oriel Lea Plaza,TJA,TJA,Tarija,BO,
TJB,TJB,Sei Bati,TJB,TJB,Tanjung Balai,ID,
TJC,TJC,Ticantiqui,TJC,TJC,Ticantiqui,PA,
TJG,TJG,Tanjung Warukin,TJG,TJG,Tanjung Warukin,ID,
TJH,TJH,Tajima,TJH,TJH,Toyooka,JP,
TJI,TJI,Capiro,TJI,TJI,Trujillo,HN,
TJK,TJK,Tokat,TJK,TJK,Tokat,TR,
TJL,TJL,Plinio Alarcom,TJL,TJL,Tres Lagoas,BR,MS
TJM,TJM,Roshchino,TJM,TJM,Tyumen,RU,
TJN,TJN,Takume,TJN,TJN,Takume,PF,
TJQ,TJQ,H.A.S. Hanandjoeddin,TJQ,TJQ,Tanjung Pandan,ID,
TJS,TJS,Tanjung Harapan,TJS,TJS,Tanjung Selor,ID,
TJU,TJU,Kulob,TJU,TJU,Kulob,TJ,
TJV,TJV,Thanjavur,TJV,TJV,Thanjavur,IN,TN
TKA,TKA,Talkeetna,TKA,TKA,Talkeetna,US,AK
TKB,TKB,Tekadu,TKB,TKB,Tekadu,PG,
TKC,TKC,Tiko,TKC,TKC,Tiko,CM,
TKD,TKD,Takoradi,TKD,TKD,Takoradi,GH,
TKE,TKE,Tenakee SPB,TKE,TKE,Tenakee Springs,US,AK
TKF,TKF,Truckee-Tahoe,TKF,TKF,Truckee,US,CA
TKG,TKG,Radin Inten II,TKG,TKG,Bandar Lampung,ID,
TKH,TKH,Takhli,TKH,TKH,Takhli,TH,
TKI,TKI,Tokeen Sea Plane Base,TKI,TKI,Tokeen,US,AK
TKJ,TKJ,Tok Junction,TKJ,TKJ,Tok,US,AK
TKK,TKK,Chuuk International,TKK,TKK,Chuuk,FM,
TKL,TKL,Taku Lodge Sea Plane Base,TKL,TKL,Taku Lodge,US,AK
TKN,TKN,Tokunoshima,TKN,TKN,Tokunoshima,JP,
TKO,TKO,Tlokoeng,TKO,TKO,Tlokoeng,LS,
TKP,TKP,Takapoto,TKP,TKP,Takapoto,PF,
TKQ,TKQ,Kigoma,TKQ,TKQ,Kigoma,TZ,
TKR,TKR,Thakurgaon,TKR,TKR,Thakurgaon,BD,
TKS,TKS,Tokushima,TKS,TKS,Tokushima,JP,
TKT,TKT,Tak,TKT,TKT,Tak,TH,
TKU,TKU,Turku,TKU,TKU,Turku,FI,
TKV,TKV,Tatakoto,TKV,TKV,Tatakoto,PF,
TKW,TKW,Tekin,TKW,TKW,Tekin,PG,
TKX,TKX,Takaroa,TKX,TKX,Takaroa,PF,
TKY,TKY,Turkey Creek,TKY,TKY,Turkey Creek,AU,WA
TKZ,TKZ,Tokoroa,TKZ,TKZ,Tokoroa,NZ,
TLA,TLA,Teller,TLA,TLA,Teller,US,AK
TLB,TLB,Tarbela Dam,TLB,TLB,Tarbela Dam,PK,
TLC,TLC,Toluca-A.Lopez Mateos,MEX,MEX,Mexico City,MX,
TLD,TLD,Tuli Lodge,TLD,TLD,Tuli Lodge,BW,
TLE,TLE,Toliara,TLE,TLE,Toliara,MG,
TLF,TLF,Telida,TLF,TLF,Telida,US,AK
TLH,TLH,Tallahassee International,TLH,TLH,Tallahassee,US,FL
TLI,TLI,Lalos,TLI,TLI,Tolitoli,ID,
TLJ,TLJ,Tatalina,TLJ,TLJ,Tatalina,US,AK
TLK,TLK,Talakan,TLK,TLK,Talakan,RU,
TLL,TLL,Lennart Meri,TLL,TLL,Tallinn,EE,
TLM,TLM,Zenata-Messali El Hadj,TLM,TLM,Tlemcen,DZ,
TLN,TLN,La Palyvestre,TLN,TLN,Toulon/Hyeres,FR,
TLO,TLO,Tol,TLO,TLO,Tol,PG,
TLP,TLP,Tumolbil,TLP,TLP,Tumolbil,PG,
TLQ,TLQ,Jiaohe,TLQ,TLQ,Turpan,CN,
TLR,TLR,Mefford Field,TLR,TLR,Tulare,US,CA
TLS,TLS,Blagnac,TLS,TLS,Toulouse,FR,
TLT,TLT,Tuluksak,TLT,TLT,Tuluksak,US,AK
TLU,TLU,Golfo de Morrosquillo,TLU,TLU,Tolu,CO,
TLV,TLV,Ben Gurion Intl,TLV,TLV,Tel Aviv-Yafo,IL,
TLW,TLW,Talasea,TLW,TLW,Talasea,PG,
TLY,TLY,Plastun,TLY,TLY,Plastun,RU,
TLZ,TLZ,Catalao,TLZ,TLZ,Catalao,BR,GO
TMA,TMA,Henry Tift Myers,TMA,TMA,Tifton,US,GA
TMB,TMB,Miami Executive,MIA,MIA,Miami,US,FL
TMC,TMC,Waikabubak,TMC,TMC,Tambolaka,ID,
TMD,TMD,Timbedra,TMD,TMD,Timbedra,MR,
TME,TME,Gabriel Vargas Santos,TME,TME,Tame,CO,
TMG,TMG,Tomanggong,TMG,TMG,Tomanggong,MY,
TMH,TMH,Tanahmerah,TMH,TMH,Tanahmerah,ID,
TMI,TMI,Tumlingtar,TMI,TMI,Tumlingtar,NP,
TMJ,TMJ,Termez,TMJ,TMJ,Termez,UZ,
TMK,TMK,Tam Ky,TMK,TMK,Tam Ky,VN,
TML,TML,Tamale,TML,TML,Tamale,GH,
TMM,TMM,Toamasina,TMM,TMM,Toamasina,MG,
TMN,TMN,Tamana,TMN,TMN,Tamana,KI,
TMO,TMO,Tumeremo,TMO,TMO,Tumeremo,VE,
TMP,TMP,Tampere-Pirkkala,TMP,TMP,Tampere,FI,
TMQ,TMQ,Tambao,TMQ,TMQ,Tambao,BF,
TMR,TMR,Aguenar,TMR,TMR,Tamanrasset,DZ,
TMS,TMS,Sao Tome International,TMS,TMS,Sao Tome,ST,
TMT,TMT,Trombetas,TMT,TMT,Trombetas,BR,PA
TMW,TMW,Tamworth,TMW,TMW,Tamworth,AU,NS
TMX,TMX,Timimoun,TMX,TMX,Timimoun,DZ,
TMY,TMY,Tiom,TMY,TMY,Tiom,ID,
TMZ,TMZ,Thames,TMZ,TMZ,Thames,NZ,
TNA,TNA,Yaoqiang Intl,TNA,TNA,Jinan,CN,
TNB,TNB,Tanah Grogot,TNB,TNB,Tanah Grogot,ID,
TNC,TNC,Tin City,TNC,TNC,Tin City,US,AK
TND,TND,Alberto Delgado,TND,TND,Trinidad,CU,
TNE,TNE,Tanegashima,TNE,TNE,Tanegashima,JP,
TNF,TNF,Toussus-le-Noble,TNF,TNF,Toussus-le-Noble,FR,
TNG,TNG,Ibn Batouta,TNG,TNG,Tangier,MA,
TNH,TNH,Sanyuanpu,TNH,TNH,Tonghua,CN,
TNI,TNI,Satna,TNI,TNI,Satna,IN,MP
TNJ,TNJ,Raja Haji Fisabilillah,TNJ,TNJ,Tanjung Pinang,ID,
TNK,TNK,Tununak,TNK,TNK,Tununak,US,AK
TNL,TNL,Ternopil International,TNL,TNL,Ternopil,UA,
TNM,TNM,Tte. R. Marsh Martin,TNM,TNM,King George Island,AQ,
TNN,TNN,Tainan,TNN,TNN,Tainan,TW,
TNO,TNO,Tamarindo,TNO,TNO,Tamarindo,CR,
TNP,TNP,Twentynine Palms,TNP,TNP,Twentynine Palms,US,CA
TNQ,TNQ,Teraina,TNQ,TNQ,Teraina,KI,
TNR,TNR,Ivato Intl,TNR,TNR,Antananarivo,MG,
TNS,TNS,Cantung,TNS,TNS,Tungsten,CA,NT
TNT,TNT,Dade-Collier T&T Apt,MIA,MIA,Miami,US,FL
TNU,TNU,Newton Municipal,TNU,TNU,Newton,US,IA
TNV,TNV,Tabuaeran,TNV,TNV,Tabuaeran,KI,
TNW,TNW,Jumandy,TNW,TNW,Tena,EC,
TNX,TNX,Stung Treng,TNX,TNX,Stung Treng,KH,
TNZ,TNZ,Tosontsengel,TNZ,TNZ,Tosontsengel,MN,
TOA,TOA,Zamperini Field,TOA,TOA,Torrance,US,CA
TOB,TOB,Tobruk,TOB,TOB,Tobruk,LY,
TOC,TOC,R.G. LeTourneau Field,TOC,TOC,Toccoa,US,GA
TOD,TOD,Tioman Island,TOD,TOD,Tioman Island,MY,
TOE,TOE,Nefta,TOE,TOE,Tozeur,TN,
TOF,TOF,Bogashevo,TOF,TOF,Tomsk,RU,
TOG,TOG,Togiak,TOG,TOG,Togiak,US,AK
TOH,TOH,Torres Islands,TOH,TOH,Torres Islands,VU,
TOI,TOI,Troy Municipal,TOI,TOI,Troy,US,AL
TOJ,TOJ,Torrejon,MAD,MAD,Madrid,ES,
TOK,TOK,Torokina,TOK,TOK,Torokina,PG,
TOL,TOL,Express,TOL,TOL,Toledo,US,OH
TOM,TOM,Tombouctou,TOM,TOM,Tombouctou,ML,
TON,TON,Tonu,TON,TON,Tonu,PG,
TOO,TOO,San Vito,TOO,TOO,San Vito,CR,
TOP,TOP,Philip Billard Muni,TOP,TOP,Topeka,US,KS
TOQ,TOQ,Barriles,TOQ,TOQ,Tocopilla,CL,
TOR,TOR,Torrington Municipal,TOR,TOR,Torrington,US,WY
TOS,TOS,Langnes,TOS,TOS,Tromso,NO,
TOT,TOT,Totness,TOT,TOT,Totness,SR,
TOU,TOU,Touho,TOU,TOU,Touho,NC,
TOV,TOV,West End SPB,TOV,TOV,Tortola,VG,
TOW,TOW,Luis dal Canalle Filho,TOW,TOW,Toledo,BR,PR
TOX,TOX,Tobolsk,TOX,TOX,Tobolsk,RU,
TOY,TOY,Toyama,TOY,TOY,Toyama,JP,
TOZ,TOZ,Mahana,TOZ,TOZ,Touba,CI,
TPA,TPA,Tampa International,TPA,TPA,Tampa,US,FL
TPC,TPC,Tarapoa,TPC,TPC,Tarapoa,EC,
TPE,TPE,Taiwan Taoyuan Int'l,TPE,TPE,Taipei,TW,
TPF,TPF,Peter O. Knight,TPA,TPA,Tampa,US,FL
TPG,TPG,Taiping,TPG,TPG,Taiping,MY,
TPH,TPH,Tonopah Arpt,TPH,TPH,Tonopah,US,NV
TPI,TPI,Tapini,TPI,TPI,Tapini,PG,
TPJ,TPJ,Taplejung,TPJ,TPJ,Taplejung,NP,
TPK,TPK,Teuku Cut Ali,TPK,TPK,Tapaktuan,ID,
TPL,TPL,Draughon-Miller,TPL,TPL,Temple,US,TX
TPN,TPN,Tiputini,TPN,TPN,Tiputini,EC,
TPP,TPP,G.del Castillo Paredes,TPP,TPP,Tarapoto,PE,
TPQ,TPQ,Amado Nervo,TPQ,TPQ,Tepic,MX,
TPR,TPR,Tom Price,TPR,TPR,Tom Price,AU,WA
TPS,TPS,Birgi,TPS,TPS,Trapani,IT,
TPT,TPT,Tapeta,TPT,TPT,Tapeta,LR,
TPU,TPU,Tikapur,TPU,TPU,Tikapur,NP,
TPX,TPX,Tupai,TPX,TPX,Tupai,PF,
TQD,TQD,Al Taqaddum AB,TQD,TQD,Al Fallujah,IQ,
TQL,TQL,Tarko-Sale,TQL,TQL,Tarko-Sale,RU,
TQN,TQN,Taloqan,TQN,TQN,Taloqan,AF,
TQP,TQP,Trepell,TQP,TQP,Trepell,AU,QL
TQQ,TQQ,Maranggo,TQQ,TQQ,Tomia,ID,
TQS,TQS,E. Esquerra Cubides AB,TQS,TQS,Tres Esquinas,CO,
TRA,TRA,Tarama,TRA,TRA,Tarama,JP,
TRB,TRB,Gonzalo Mejia,TRB,TRB,Turbo,CO,
TRC,TRC,Francisco Sarabia Intl,TRC,TRC,Torreon,MX,
TRD,TRD,Vaernes,TRD,TRD,Trondheim,NO,
TRE,TRE,Tiree,TRE,TRE,Tiree,GB,
TRF,TRF,Sandefjord-Torp,OSL,OSL,Oslo,NO,
TRG,TRG,Tauranga,TRG,TRG,Tauranga,NZ,
TRH,TRH,Trona,TRH,TRH,Trona,US,CA
TRI,TRI,Tri-Cities Rgnl TN/VA,TRI,TRI,Bristol/Johnson/Kingsp,US,TN
TRJ,TRJ,Tarakbits,TRJ,TRJ,Tarakbits,PG,
TRK,TRK,Juwata,TRK,TRK,Tarakan,ID,
TRL,TRL,Terrell Municipal,TRL,TRL,Terrell,US,TX
TRM,TRM,J.Cochran Regional,TRM,TRM,Thermal,US,CA
TRN,TRN,Caselle,TRN,TRN,Turin,IT,
TRO,TRO,Taree,TRO,TRO,Taree,AU,NS
TRQ,TRQ,Jose Galera dos Santos,TRQ,TRQ,Tarauaca,BR,AC
TRR,TRR,China Bay,TRR,TRR,Trincomalee,LK,
TRS,TRS,Ronchi dei Legionari,TRS,TRS,Trieste,IT,
TRU,TRU,C.Martinez de Pinillos,TRU,TRU,Trujillo,PE,
TRV,TRV,Thiruvananthapuram International,TRV,TRV,Thiruvananthapuram,IN,KL
TRW,TRW,Bonriki Intl,TRW,TRW,Tarawa,KI,
TRX,TRX,Trenton Municipal,TRX,TRX,Trenton,US,MO
TRY,TRY,Tororo,TRY,TRY,Tororo,UG,
TRZ,TRZ,Tiruchchirappalli,TRZ,TRZ,Tiruchchirappalli,IN,TN
TSA,TSA,Songshan,TPE,TPE,Taipei,TW,
TSB,TSB,Tsumeb,TSB,TSB,Tsumeb,NA,
TSC,TSC,Taisha,TSC,TSC,Taisha,EC,
TSD,TSD,Tshipise,TSD,TSD,Tshipise,ZA,
TSE,TSE,Nursultan Nazarbayev,TSE,TSE,Nur-Sultan,KZ,
TSF,TSF,Treviso/Sant'Angelo,VCE,VCE,Venice,IT,
TSG,TSG,Tanacross,TSG,TSG,Tanacross,US,AK
TSH,TSH,Tshikapa,TSH,TSH,Tshikapa,CD,
TSI,TSI,Tsile Tsile,TSI,TSI,Tsile Tsile,PG,
TSJ,TSJ,Tsushima,TSJ,TSJ,Tsushima,JP,
TSK,TSK,Taskul,TSK,TSK,Taskul,PG,
TSL,TSL,Tamuin,TSL,TSL,Tamuin,MX,
TSM,TSM,Taos Regional,TSM,TSM,Taos,US,NM
TSN,TSN,Binhai Intl,TSN,TSN,Tianjin,CN,
TSP,TSP,Tehachapi Municipal,TSP,TSP,Tehachapi,US,CA
TSQ,TSQ,Torres,TSQ,TSQ,Torres,BR,RS
TSR,TSR,Traian Vuia,TSR,TSR,Timisoara,RO,
TST,TST,Trang,TST,TST,Trang,TH,
TSU,TSU,Tabiteuea South,TSU,TSU,Tabiteuea South,KI,
TSV,TSV,Townsville International,TSV,TSV,Townsville,AU,QL
TSW,TSW,Tsewi,TSW,TSW,Tsewi,PG,
TSX,TSX,Tanjung Santan,TSX,TSX,Tanjung Santan,ID,
TSY,TSY,Wiriadinata,TSY,TSY,Tasikmalaya,ID,
TSZ,TSZ,Tsetserleg,TSZ,TSZ,Tsetserleg,MN,
TTA,TTA,Plage Blanche,TTA,TTA,Tan-Tan,MA,
TTB,TTB,Arbatax,TTB,TTB,Tortoli,IT,
TTC,TTC,Las Breas,TTC,TTC,Taltal,CL,
TTD,TTD,Troutdale,PDX,PDX,Portland,US,OR
TTE,TTE,Sultan Babullah,TTE,TTE,Ternate,ID,
TTG,TTG,Gral. Enrique Mosconi,TTG,TTG,Tartagal,AR,SA
TTH,TTH,Thumrait Air Base,TTH,TTH,Thumrait,OM,
TTI,TTI,Tetiaroa,TTI,TTI,Tetiaroa,PF,
TTJ,TTJ,Tottori,TTJ,TTJ,Tottori,JP,
TTL,TTL,Turtle Island SPB,TTL,TTL,Nanuya Levu,FJ,
TTM,TTM,Tablon de Tamara,TTM,TTM,Tablon de Tamara,CO,
TTN,TTN,Trenton-Mercer,PHL,PHL,Philadelphia,US,PA
TTO,TTO,Britton Municipal,TTO,TTO,Britton,US,SD
TTQ,TTQ,Tortuguero,TTQ,TTQ,Tortuguero,CR,
TTR,TTR,Pongtiku,TTR,TTR,Tana Toraja,ID,
TTS,TTS,Tsaratanana,TTS,TTS,Tsaratanana,MG,
TTT,TTT,Fongnian,TTT,TTT,Taitung,TW,
TTU,TTU,Saniat R'mel,TTU,TTU,Tetouan,MA,
TTW,TTW,Tissa Tank SPB,TTW,TTW,Tissamaharama,LK,
TTX,TTX,Truscott-Mungalalu,TTX,TTX,Truscott-Mungalalu,AU,WA
TUA,TUA,Luis A. Mantilla Intl,TUA,TUA,Tulcan,EC,
TUB,TUB,Mataura,TUB,TUB,Tubuai,PF,
TUC,TUC,Benjamin Matienzo,TUC,TUC,Tucuman,AR,TU
TUD,TUD,Tambacounda,TUD,TUD,Tambacounda,SN,
TUF,TUF,Val de Loire,TUF,TUF,Tours,FR,
TUG,TUG,Tuguegarao,TUG,TUG,Tuguegarao,PH,
TUI,TUI,Turaif,TUI,TUI,Turaif,SA,
TUJ,TUJ,Tum,TUJ,TUJ,Tum,ET,
TUK,TUK,Turbat International,TUK,TUK,Turbat,PK,
TUL,TUL,Tulsa International,TUL,TUL,Tulsa,US,OK
TUM,TUM,Tumut,TUM,TUM,Tumut,AU,NS
TUN,TUN,Carthage,TUN,TUN,Tunis,TN,
TUO,TUO,Taupo,TUO,TUO,Taupo,NZ,
TUP,TUP,Tupelo Regional,TUP,TUP,Tupelo,US,MS
TUQ,TUQ,Tougan,TUQ,TUQ,Tougan,BF,
TUR,TUR,Tucurui,TUR,TUR,Tucurui,BR,PA
TUS,TUS,Tucson International,TUS,TUS,Tucson,US,AZ
TUT,TUT,Tauta,TUT,TUT,Tauta,PG,
TUU,TUU,Tabuk,TUU,TUU,Tabuk,SA,
TUV,TUV,San Rafael,TUV,TUV,Tucupita,VE,
TUW,TUW,Tubuala,TUW,TUW,Tubuala,PA,
TUX,TUX,Tumbler Ridge,TUX,TUX,Tumbler Ridge,CA,BC
TUY,TUY,Tulum,TUY,TUY,Tulum,MX,
TUZ,TUZ,Tucuma,TUZ,TUZ,Tucuma,BR,PA
TVA,TVA,Morafenobe,TVA,TVA,Morafenobe,MG,
TVC,TVC,Cherry Capital,TVC,TVC,Traverse City,US,MI
TVF,TVF,Thief River Falls Regional,TVF,TVF,Thief River Falls,US,MN
TVI,TVI,Thomasville Regional,TVI,TVI,Thomasville,US,GA
TVL,TVL,Lake Tahoe,TVL,TVL,South Lake Tahoe,US,CA
TVS,TVS,Sannuhe,TVS,TVS,Tangshan,CN,
TVU,TVU,Matei,TVU,TVU,Taveuni Island,FJ,
TVY,TVY,Dawei,TVY,TVY,Dawei,MM,
TWA,TWA,Twin Hills,TWA,TWA,Twin Hills,US,AK
TWB,TWB,Toowoomba Airport,TWB,TWB,Toowoomba,AU,QL
TWC,TWC,Tangwangcheng,TWC,TWC,Tumushuke,CN,
TWD,TWD,Jefferson County Intl,TWD,TWD,Port Townsend,US,WA
TWE,TWE,Taylor,TWE,TWE,Taylor,US,AK
TWF,TWF,Magic Valley Regional,TWF,TWF,Twin Falls,US,ID
TWN,TWN,Tewantin,TWN,TWN,Tewantin,AU,QL
TWP,TWP,Torwood,TWP,TWP,Torwood,AU,QL
TWT,TWT,Sanga-Sanga,TWT,TWT,Tawi Tawi Island,PH,
TWU,TWU,Tawau,TWU,TWU,Tawau,MY,
TWY,TWY,Tawa,TWY,TWY,Tawa,PG,
TWZ,TWZ,Pukaki (Twizel),MON,MON,Mount Cook,NZ,
TXE,TXE,Rembele,TXE,TXE,Takengon,ID,
TXK,TXK,Regional - Webb Field,TXK,TXK,Texarkana,US,AR
TXL,TXL,Tegel,BER,BER,Berlin,DE,
TXM,TXM,Teminabuan,TXM,TXM,Teminabuan,ID,
TXN,TXN,Tunxi Intl,TXN,TXN,Huangshan,CN,
TXR,TXR,Tanbar,TXR,TXR,Tanbar,AU,QL
TXU,TXU,Tabou,TXU,TXU,Tabou,CI,
TYA,TYA,Klokovo,TYA,TYA,Tula,RU,
TYB,TYB,Tibooburra,TYB,TYB,Tibooburra,AU,NS
TYD,TYD,Tynda,TYD,TYD,Tynda,RU,
TYE,TYE,Tyonek,TYE,TYE,Tyonek,US,AK
TYF,TYF,Torsby,TYF,TYF,Torsby,SE,
TYG,TYG,Thylungra,TYG,TYG,Thylungra,AU,QL
TYL,TYL,Victor Monteas Arias,TYL,TYL,Talara,PE,
TYM,TYM,Staniel Cay,TYM,TYM,Staniel Cay,BS,
TYN,TYN,Wusu Intl,TYN,TYN,Taiyuan,CN,
TYP,TYP,Tobermorey,TYP,TYP,Tobermorey,AU,NT
TYR,TYR,Pounds Regional,TYR,TYR,Tyler,US,TX
TYS,TYS,McGhee Tyson,TYS,TYS,Knoxville,US,TN
TYT,TYT,Treinta y Tres,TYT,TYT,Treinta y Tres,UY,
TYZ,TYZ,Taylor,TYZ,TYZ,Taylor,US,AZ
TZA,TZA,Belize City Municipal,BZE,BZE,Belize City,BZ,
TZC,TZC,Tuscola Area,TZC,TZC,Caro,US,MI
TZL,TZL,Tuzla International,TZL,TZL,Tuzla,BA,
TZM,TZM,Cupul,TZM,TZM,Tizimin,MX,
TZN,TZN,Congo Town,TZN,TZN,South Andros,BS,
TZO,TZO,Tsimiroro,TZO,TZO,Ankisatra,MG,
TZX,TZX,Trabzon,TZX,TZX,Trabzon,TR,
UAC,UAC,San Luis Rio Colorado,UAC,UAC,San Luis Rio Colorado,MX,
UAH,UAH,Ua Huka,UAH,UAH,Ua Huka,PF,
UAI,UAI,Suai,UAI,UAI,Suai,TL,
